觀測時間,測站代碼,鄉鎮名稱,氣溫(°C),相對濕度(%),風速(m/s),時雨量(mm),日累積雨量(mm)
2026-08-28T17:50:00+08:00,466990,花蓮市,29.7,82.0,2.1,0.0,
2026-08-28T17:50:00+08:00,C2TB30,吉安鄉,29.1,84.0,0.3,0.0,
2026-08-28T18:00:00+08:00,C0TA40,秀林鄉,26.1,65.0,1.1,0.0,
2026-08-28T18:00:00+08:00,C0T960,光復鄉,28.7,81.0,0.0,0.0,
2026-08-28T18:00:00+08:00,C0T9I0,豐濱鄉,27.5,93.0,1.1,0.0,
2026-08-28T18:00:00+08:00,C0Z061,玉里鎮,29.2,82.0,0.4,0.0,
2026-08-28T18:00:00+08:00,C0Z160,鳳林鎮,29.2,81.0,1.2,0.0,
2026-08-28T18:00:00+08:00,C0Z170,卓溪鄉,29.7,77.0,2.1,0.0,
2026-08-28T18:00:00+08:00,C0Z180,新城鄉,28.9,84.0,1.0,0.0,
2026-08-28T18:00:00+08:00,C0Z200,萬榮鄉,29.1,80.0,0.0,0.0,
2026-08-28T18:00:00+08:00,C0Z210,瑞穗鄉,29.3,79.0,0.1,0.0,
2026-08-28T18:00:00+08:00,C0T9N0,富里鄉,28.2,85.0,0.1,0.0,
2026-08-28T18:00:00+08:00,466990,花蓮市,29.2,84.0,1.2,0.0,
2026-08-28T18:00:00+08:00,C2TB30,吉安鄉,28.9,84.0,0.4,0.0,
2026-08-28T18:10:00+08:00,466990,花蓮市,29.3,82.0,1.2,0.0,
2026-08-28T18:10:00+08:00,C2TB30,吉安鄉,28.6,86.0,0.2,0.0,
2026-08-28T18:20:00+08:00,466990,花蓮市,29.4,82.0,1.6,0.0,
2026-08-28T18:20:00+08:00,C2TB30,吉安鄉,28.3,88.0,0.2,0.0,
2026-08-28T18:30:00+08:00,466990,花蓮市,29.5,82.0,1.6,0.0,
2026-08-28T18:30:00+08:00,C2TB30,吉安鄉,28.0,88.0,0.3,0.0,
2026-08-28T18:40:00+08:00,466990,花蓮市,29.4,83.0,2.4,0.0,
2026-08-28T18:40:00+08:00,C2TB30,吉安鄉,27.9,90.0,0.3,0.0,
2026-08-28T18:50:00+08:00,466990,花蓮市,29.4,83.0,3.1,0.0,
2026-08-28T18:50:00+08:00,C2TB30,吉安鄉,27.8,90.0,0.3,0.0,
2026-08-28T19:00:00+08:00,C0TA40,秀林鄉,25.9,67.0,0.9,0.0,
2026-08-28T19:00:00+08:00,C0T960,光復鄉,27.2,89.0,0.0,0.0,
2026-08-28T19:00:00+08:00,C0T9I0,豐濱鄉,26.5,92.0,1.2,0.0,
2026-08-28T19:00:00+08:00,C0Z061,玉里鎮,27.7,87.0,0.8,0.0,
2026-08-28T19:00:00+08:00,C0Z160,鳳林鎮,28.5,81.0,0.7,0.0,
2026-08-28T19:00:00+08:00,C0Z170,卓溪鄉,27.7,87.0,1.8,0.0,
2026-08-28T19:00:00+08:00,C0Z180,新城鄉,28.5,87.0,2.8,0.0,
2026-08-28T19:00:00+08:00,C0Z200,萬榮鄉,28.0,87.0,0.0,0.0,
2026-08-28T19:00:00+08:00,C0Z210,瑞穗鄉,28.4,84.0,0.3,0.0,
2026-08-28T19:00:00+08:00,C0T9N0,富里鄉,27.1,90.0,0.7,0.0,
2026-08-28T19:00:00+08:00,466990,花蓮市,29.3,86.0,3.6,0.0,
2026-08-28T19:00:00+08:00,C2TB30,吉安鄉,27.8,90.0,0.3,0.0,
2026-08-28T19:10:00+08:00,466990,花蓮市,29.3,86.0,3.3,0.0,
2026-08-28T19:10:00+08:00,C2TB30,吉安鄉,28.1,89.0,0.4,0.0,
2026-08-28T19:20:00+08:00,466990,花蓮市,29.4,85.0,2.2,0.0,
2026-08-28T19:20:00+08:00,C2TB30,吉安鄉,28.2,88.0,0.4,0.0,
2026-08-28T19:30:00+08:00,466990,花蓮市,29.5,83.0,2.8,0.0,
2026-08-28T19:30:00+08:00,C2TB30,吉安鄉,28.4,89.0,0.7,0.0,
2026-08-28T19:40:00+08:00,466990,花蓮市,29.5,83.0,2.5,0.0,
2026-08-28T19:40:00+08:00,C2TB30,吉安鄉,28.5,88.0,1.0,0.0,
2026-08-28T19:50:00+08:00,466990,花蓮市,29.4,84.0,2.6,0.0,
2026-08-28T19:50:00+08:00,C2TB30,吉安鄉,28.4,89.0,0.8,0.0,
2026-08-28T20:00:00+08:00,C0TA40,秀林鄉,25.6,67.0,1.5,0.0,
2026-08-28T20:00:00+08:00,C0T960,光復鄉,26.6,92.0,0.0,0.0,
2026-08-28T20:00:00+08:00,C0T9I0,豐濱鄉,26.5,94.0,1.0,0.0,
2026-08-28T20:00:00+08:00,C0Z061,玉里鎮,27.3,90.0,0.6,0.0,
2026-08-28T20:00:00+08:00,C0Z160,鳳林鎮,28.0,86.0,2.5,0.0,
2026-08-28T20:00:00+08:00,C0Z170,卓溪鄉,27.4,86.0,1.1,0.0,
2026-08-28T20:00:00+08:00,C0Z180,新城鄉,28.4,88.0,0.9,0.0,
2026-08-28T20:00:00+08:00,C0Z200,萬榮鄉,27.7,86.0,0.2,0.0,
2026-08-28T20:00:00+08:00,C0Z210,瑞穗鄉,27.7,88.0,0.3,0.0,
2026-08-28T20:00:00+08:00,C0T9N0,富里鄉,26.2,94.0,0.5,0.0,
2026-08-28T20:00:00+08:00,466990,花蓮市,29.4,85.0,2.4,0.0,
2026-08-28T20:00:00+08:00,C2TB30,吉安鄉,28.4,89.0,0.7,0.0,
2026-08-28T20:10:00+08:00,466990,花蓮市,29.3,86.0,2.5,0.0,
2026-08-28T20:10:00+08:00,C2TB30,吉安鄉,28.3,88.0,0.4,0.0,
2026-08-28T20:20:00+08:00,466990,花蓮市,29.2,88.0,2.5,0.0,
2026-08-28T20:20:00+08:00,C2TB30,吉安鄉,28.2,89.0,0.3,0.0,
2026-08-28T20:30:00+08:00,466990,花蓮市,29.2,87.0,2.0,0.0,
2026-08-28T20:30:00+08:00,C2TB30,吉安鄉,28.1,89.0,0.3,0.0,
2026-08-28T20:40:00+08:00,466990,花蓮市,29.2,88.0,1.5,0.0,
2026-08-28T20:40:00+08:00,C2TB30,吉安鄉,28.0,89.0,0.4,0.0,
2026-08-28T20:50:00+08:00,466990,花蓮市,29.2,87.0,1.6,0.0,
2026-08-28T20:50:00+08:00,C2TB30,吉安鄉,28.1,88.0,0.5,0.0,
2026-08-28T21:00:00+08:00,C0TA40,秀林鄉,23.5,84.0,1.3,0.0,
2026-08-28T21:00:00+08:00,C0T960,光復鄉,27.1,94.0,0.0,0.0,
2026-08-28T21:00:00+08:00,C0T9I0,豐濱鄉,26.3,96.0,0.2,0.0,
2026-08-28T21:00:00+08:00,C0Z061,玉里鎮,27.4,89.0,0.5,0.0,
2026-08-28T21:00:00+08:00,C0Z160,鳳林鎮,28.0,86.0,0.4,0.0,
2026-08-28T21:00:00+08:00,C0Z170,卓溪鄉,27.4,87.0,1.2,0.0,
2026-08-28T21:00:00+08:00,C0Z180,新城鄉,28.3,84.0,1.0,0.0,
2026-08-28T21:00:00+08:00,C0Z200,萬榮鄉,27.8,86.0,0.0,0.0,
2026-08-28T21:00:00+08:00,C0Z210,瑞穗鄉,27.2,91.0,1.8,0.0,
2026-08-28T21:00:00+08:00,C0T9N0,富里鄉,26.1,94.0,1.6,0.0,
2026-08-28T21:00:00+08:00,466990,花蓮市,29.3,88.0,1.6,0.0,
2026-08-28T21:00:00+08:00,C2TB30,吉安鄉,28.0,89.0,0.4,0.0,
2026-08-28T21:10:00+08:00,466990,花蓮市,29.3,87.0,1.4,0.0,
2026-08-28T21:10:00+08:00,C2TB30,吉安鄉,27.9,90.0,0.2,0.0,
2026-08-28T21:20:00+08:00,466990,花蓮市,29.3,86.0,2.5,0.0,
2026-08-28T21:20:00+08:00,C2TB30,吉安鄉,27.9,89.0,0.4,0.0,
2026-08-28T21:30:00+08:00,466990,花蓮市,29.2,86.0,2.1,0.0,
2026-08-28T21:30:00+08:00,C2TB30,吉安鄉,27.9,88.0,0.3,0.0,
2026-08-28T21:40:00+08:00,466990,花蓮市,29.2,86.0,1.8,0.0,
2026-08-28T21:40:00+08:00,C2TB30,吉安鄉,27.7,90.0,0.3,0.0,
2026-08-28T21:50:00+08:00,466990,花蓮市,29.2,86.0,1.9,0.0,
2026-08-28T21:50:00+08:00,C2TB30,吉安鄉,27.6,90.0,0.3,0.0,
2026-08-28T22:00:00+08:00,C0TA40,秀林鄉,24.5,75.0,1.6,0.0,
2026-08-28T22:00:00+08:00,C0T960,光復鄉,26.7,95.0,0.0,0.0,
2026-08-28T22:00:00+08:00,C0T9I0,豐濱鄉,25.8,97.0,1.9,0.0,
2026-08-28T22:00:00+08:00,C0Z061,玉里鎮,27.3,88.0,0.1,0.0,
2026-08-28T22:00:00+08:00,C0Z160,鳳林鎮,27.3,91.0,0.8,0.0,
2026-08-28T22:00:00+08:00,C0Z170,卓溪鄉,26.9,89.0,0.0,0.0,
2026-08-28T22:00:00+08:00,C0Z180,新城鄉,28.4,84.0,0.0,0.0,
2026-08-28T22:00:00+08:00,C0Z200,萬榮鄉,27.4,88.0,0.0,0.0,
2026-08-28T22:00:00+08:00,C0Z210,瑞穗鄉,27.0,92.0,0.0,0.0,
2026-08-28T22:00:00+08:00,C0T9N0,富里鄉,26.4,92.0,0.4,0.0,
2026-08-28T22:00:00+08:00,466990,花蓮市,29.1,86.0,1.4,0.0,
2026-08-28T22:00:00+08:00,C2TB30,吉安鄉,27.5,90.0,0.3,0.0,
2026-08-28T22:10:00+08:00,466990,花蓮市,29.1,86.0,1.5,0.0,
2026-08-28T22:10:00+08:00,C2TB30,吉安鄉,27.4,90.0,0.2,0.0,
2026-08-28T22:20:00+08:00,466990,花蓮市,29.0,87.0,1.6,0.0,
2026-08-28T22:20:00+08:00,C2TB30,吉安鄉,27.3,91.0,0.4,0.0,
2026-08-28T22:30:00+08:00,466990,花蓮市,28.9,87.0,1.8,0.0,
2026-08-28T22:30:00+08:00,C2TB30,吉安鄉,27.2,90.0,0.5,0.0,
2026-08-28T22:40:00+08:00,466990,花蓮市,29.0,87.0,1.9,0.0,
2026-08-28T22:40:00+08:00,C2TB30,吉安鄉,27.2,90.0,0.3,0.0,
2026-08-28T22:50:00+08:00,466990,花蓮市,29.0,87.0,2.0,0.0,
2026-08-28T22:50:00+08:00,C2TB30,吉安鄉,27.2,90.0,0.2,0.0,
2026-08-28T23:00:00+08:00,C0TA40,秀林鄉,22.2,98.0,2.0,0.0,
2026-08-28T23:00:00+08:00,C0T960,光復鄉,26.0,97.0,0.0,0.0,
2026-08-28T23:00:00+08:00,C0T9I0,豐濱鄉,25.7,96.0,1.7,0.0,
2026-08-28T23:00:00+08:00,C0Z061,玉里鎮,26.8,89.0,0.8,0.0,
2026-08-28T23:00:00+08:00,C0Z160,鳳林鎮,26.9,93.0,0.5,0.0,
2026-08-28T23:00:00+08:00,C0Z170,卓溪鄉,26.6,90.0,0.5,0.0,
2026-08-28T23:00:00+08:00,C0Z180,新城鄉,27.9,87.0,0.9,0.0,
2026-08-28T23:00:00+08:00,C0Z200,萬榮鄉,26.8,91.0,0.0,0.0,
2026-08-28T23:00:00+08:00,C0Z210,瑞穗鄉,26.5,95.0,0.7,0.0,
2026-08-28T23:00:00+08:00,C0T9N0,富里鄉,25.9,90.0,1.2,0.0,
2026-08-28T23:00:00+08:00,466990,花蓮市,29.0,87.0,1.4,0.0,
2026-08-28T23:00:00+08:00,C2TB30,吉安鄉,27.2,90.0,0.2,0.0,
2026-08-28T23:10:00+08:00,466990,花蓮市,29.1,86.0,1.9,0.0,
2026-08-28T23:10:00+08:00,C2TB30,吉安鄉,27.3,90.0,0.3,0.0,
2026-08-28T23:20:00+08:00,466990,花蓮市,29.1,86.0,1.0,0.0,
2026-08-28T23:20:00+08:00,C2TB30,吉安鄉,27.2,90.0,0.3,0.0,
2026-08-28T23:30:00+08:00,466990,花蓮市,29.0,86.0,0.9,0.0,
2026-08-28T23:30:00+08:00,C2TB30,吉安鄉,27.2,89.0,0.3,0.0,
2026-08-28T23:40:00+08:00,466990,花蓮市,29.0,86.0,1.2,0.0,
2026-08-28T23:40:00+08:00,C2TB30,吉安鄉,27.1,89.0,0.4,0.0,
2026-08-28T23:50:00+08:00,466990,花蓮市,29.0,86.0,1.4,0.0,
2026-08-28T23:50:00+08:00,C2TB30,吉安鄉,26.9,90.0,0.3,0.0,
2026-08-29T00:00:00+08:00,C0TA40,秀林鄉,22.5,93.0,0.7,0.0,
2026-08-29T00:00:00+08:00,C0T960,光復鄉,26.0,96.0,0.0,0.0,
2026-08-29T00:00:00+08:00,C0T9I0,豐濱鄉,25.6,95.0,1.3,0.0,
2026-08-29T00:00:00+08:00,C0Z061,玉里鎮,26.4,91.0,0.5,0.0,
2026-08-29T00:00:00+08:00,C0Z160,鳳林鎮,27.0,92.0,0.3,0.0,
2026-08-29T00:00:00+08:00,C0Z170,卓溪鄉,26.1,91.0,0.3,0.0,
2026-08-29T00:00:00+08:00,C0Z180,新城鄉,28.2,86.0,0.1,0.0,
2026-08-29T00:00:00+08:00,C0Z200,萬榮鄉,26.7,92.0,0.0,0.0,
2026-08-29T00:00:00+08:00,C0Z210,瑞穗鄉,26.2,96.0,0.6,0.0,
2026-08-29T00:00:00+08:00,C0T9N0,富里鄉,25.6,92.0,0.2,0.0,
2026-08-29T00:00:00+08:00,466990,花蓮市,28.7,88.0,0.8,0.0,
2026-08-29T00:00:00+08:00,C2TB30,吉安鄉,27.0,89.0,0.5,0.0,
2026-08-29T00:10:00+08:00,466990,花蓮市,28.2,90.0,1.5,0.0,
2026-08-29T00:10:00+08:00,C2TB30,吉安鄉,26.9,89.0,0.4,0.0,
2026-08-29T00:20:00+08:00,466990,花蓮市,28.2,89.0,1.6,0.0,
2026-08-29T00:20:00+08:00,C2TB30,吉安鄉,26.8,89.0,0.3,0.0,
2026-08-29T00:30:00+08:00,466990,花蓮市,28.5,87.0,1.0,0.0,
2026-08-29T00:30:00+08:00,C2TB30,吉安鄉,26.7,89.0,0.4,0.0,
2026-08-29T00:40:00+08:00,466990,花蓮市,28.2,88.0,1.1,0.0,
2026-08-29T00:40:00+08:00,C2TB30,吉安鄉,26.7,88.0,0.5,0.0,
2026-08-29T00:50:00+08:00,466990,花蓮市,27.9,90.0,1.5,0.0,
2026-08-29T00:50:00+08:00,C2TB30,吉安鄉,26.6,89.0,0.3,0.0,
2026-08-29T01:00:00+08:00,C0TA40,秀林鄉,23.2,77.0,1.2,0.0,
2026-08-29T01:00:00+08:00,C0T960,光復鄉,25.6,96.0,0.0,0.0,
2026-08-29T01:00:00+08:00,C0T9I0,豐濱鄉,25.9,93.0,1.5,0.0,
2026-08-29T01:00:00+08:00,C0Z061,玉里鎮,26.1,92.0,0.2,0.0,
2026-08-29T01:00:00+08:00,C0Z160,鳳林鎮,26.4,92.0,0.4,0.0,
2026-08-29T01:00:00+08:00,C0Z170,卓溪鄉,25.8,92.0,0.0,0.0,
2026-08-29T01:00:00+08:00,C0Z180,新城鄉,28.0,88.0,0.5,0.0,
2026-08-29T01:00:00+08:00,C0Z200,萬榮鄉,26.4,90.0,0.0,0.0,
2026-08-29T01:00:00+08:00,C0Z210,瑞穗鄉,26.0,97.0,0.2,0.0,
2026-08-29T01:00:00+08:00,C0T9N0,富里鄉,25.5,89.0,1.1,0.0,
2026-08-29T01:00:00+08:00,466990,花蓮市,27.8,90.0,1.3,0.0,
2026-08-29T01:00:00+08:00,C2TB30,吉安鄉,26.8,87.0,0.4,0.0,
2026-08-29T01:10:00+08:00,466990,花蓮市,27.9,89.0,1.4,0.0,
2026-08-29T01:10:00+08:00,C2TB30,吉安鄉,27.0,88.0,0.4,0.0,
2026-08-29T01:20:00+08:00,466990,花蓮市,27.6,90.0,2.2,0.0,
2026-08-29T01:20:00+08:00,C2TB30,吉安鄉,26.9,88.0,0.7,0.0,
2026-08-29T01:30:00+08:00,466990,花蓮市,27.7,89.0,2.3,0.0,
2026-08-29T01:30:00+08:00,C2TB30,吉安鄉,26.6,87.0,0.4,0.0,
2026-08-29T01:40:00+08:00,466990,花蓮市,27.7,88.0,1.7,0.0,
2026-08-29T01:40:00+08:00,C2TB30,吉安鄉,26.4,88.0,0.4,0.0,
2026-08-29T01:50:00+08:00,466990,花蓮市,27.7,88.0,1.6,0.0,
2026-08-29T01:50:00+08:00,C2TB30,吉安鄉,26.2,88.0,0.3,0.0,
2026-08-29T02:00:00+08:00,C0TA40,秀林鄉,22.9,74.0,1.3,0.0,
2026-08-29T02:00:00+08:00,C0T960,光復鄉,25.6,97.0,0.0,0.0,
2026-08-29T02:00:00+08:00,C0T9I0,豐濱鄉,25.9,93.0,1.9,0.0,
2026-08-29T02:00:00+08:00,C0Z061,玉里鎮,25.7,92.0,1.0,0.0,
2026-08-29T02:00:00+08:00,C0Z160,鳳林鎮,26.2,93.0,1.3,0.0,
2026-08-29T02:00:00+08:00,C0Z170,卓溪鄉,25.3,92.0,1.3,0.0,
2026-08-29T02:00:00+08:00,C0Z180,新城鄉,27.6,89.0,0.1,0.0,
2026-08-29T02:00:00+08:00,C0Z200,萬榮鄉,26.1,92.0,0.0,0.0,
2026-08-29T02:00:00+08:00,C0Z210,瑞穗鄉,26.2,96.0,0.0,0.0,
2026-08-29T02:00:00+08:00,C0T9N0,富里鄉,24.6,94.0,0.4,0.0,
2026-08-29T02:00:00+08:00,466990,花蓮市,27.7,88.0,1.5,0.0,
2026-08-29T02:00:00+08:00,C2TB30,吉安鄉,26.0,88.0,0.3,0.0,
2026-08-29T02:10:00+08:00,466990,花蓮市,27.6,88.0,1.4,0.0,
2026-08-29T02:10:00+08:00,C2TB30,吉安鄉,26.1,87.0,0.3,0.0,
2026-08-29T02:20:00+08:00,466990,花蓮市,27.6,88.0,1.3,0.0,
2026-08-29T02:20:00+08:00,C2TB30,吉安鄉,26.2,86.0,0.4,0.0,
2026-08-29T02:30:00+08:00,466990,花蓮市,27.4,87.0,2.1,0.0,
2026-08-29T02:30:00+08:00,C2TB30,吉安鄉,26.3,86.0,0.4,0.0,
2026-08-29T02:40:00+08:00,466990,花蓮市,27.5,87.0,2.5,0.0,
2026-08-29T02:40:00+08:00,C2TB30,吉安鄉,26.3,88.0,0.4,0.0,
2026-08-29T02:50:00+08:00,466990,花蓮市,27.7,87.0,1.5,0.0,
2026-08-29T02:50:00+08:00,C2TB30,吉安鄉,26.5,86.0,0.5,0.0,
2026-08-29T03:00:00+08:00,C0TA40,秀林鄉,23.2,71.0,1.0,0.0,
2026-08-29T03:00:00+08:00,C0T960,光復鄉,25.2,98.0,0.0,0.0,
2026-08-29T03:00:00+08:00,C0T9I0,豐濱鄉,25.9,94.0,1.0,0.0,
2026-08-29T03:00:00+08:00,C0Z061,玉里鎮,25.3,94.0,0.3,0.0,
2026-08-29T03:00:00+08:00,C0Z160,鳳林鎮,26.1,95.0,0.4,0.0,
2026-08-29T03:00:00+08:00,C0Z170,卓溪鄉,25.1,93.0,0.9,0.0,
2026-08-29T03:00:00+08:00,C0Z180,新城鄉,27.6,87.0,0.0,0.0,
2026-08-29T03:00:00+08:00,C0Z200,萬榮鄉,25.8,91.0,0.0,0.0,
2026-08-29T03:00:00+08:00,C0Z210,瑞穗鄉,25.6,97.0,0.0,0.0,
2026-08-29T03:00:00+08:00,C0T9N0,富里鄉,24.4,95.0,0.9,0.0,
2026-08-29T03:00:00+08:00,466990,花蓮市,27.7,88.0,1.2,0.0,
2026-08-29T03:00:00+08:00,C2TB30,吉安鄉,26.4,85.0,0.4,0.0,
2026-08-29T03:10:00+08:00,466990,花蓮市,27.6,88.0,1.7,0.0,
2026-08-29T03:10:00+08:00,C2TB30,吉安鄉,26.4,85.0,0.4,0.0,
2026-08-29T03:20:00+08:00,466990,花蓮市,27.6,88.0,1.6,0.0,
2026-08-29T03:20:00+08:00,C2TB30,吉安鄉,26.3,86.0,0.4,0.0,
2026-08-29T03:30:00+08:00,466990,花蓮市,27.6,88.0,1.0,0.0,
2026-08-29T03:30:00+08:00,C2TB30,吉安鄉,26.3,85.0,0.4,0.0,
2026-08-29T03:40:00+08:00,466990,花蓮市,27.5,89.0,1.3,0.0,
2026-08-29T03:40:00+08:00,C2TB30,吉安鄉,26.2,88.0,0.2,0.0,
2026-08-29T03:50:00+08:00,466990,花蓮市,27.6,89.0,1.1,0.0,
2026-08-29T03:50:00+08:00,C2TB30,吉安鄉,25.9,91.0,0.4,0.0,
2026-08-29T04:00:00+08:00,C0TA40,秀林鄉,21.6,97.0,1.8,0.0,
2026-08-29T04:00:00+08:00,C0T960,光復鄉,25.5,97.0,0.0,0.0,
2026-08-29T04:00:00+08:00,C0T9I0,豐濱鄉,25.7,96.0,0.4,0.0,
2026-08-29T04:00:00+08:00,C0Z061,玉里鎮,24.9,95.0,0.1,0.0,
2026-08-29T04:00:00+08:00,C0Z160,鳳林鎮,26.4,93.0,0.0,0.0,
2026-08-29T04:00:00+08:00,C0Z170,卓溪鄉,25.2,94.0,0.0,0.0,
2026-08-29T04:00:00+08:00,C0Z180,新城鄉,27.5,87.0,0.2,0.0,
2026-08-29T04:00:00+08:00,C0Z200,萬榮鄉,26.2,93.0,0.0,0.0,
2026-08-29T04:00:00+08:00,C0Z210,瑞穗鄉,25.7,98.0,0.2,0.0,
2026-08-29T04:00:00+08:00,C0T9N0,富里鄉,24.5,93.0,0.8,0.0,
2026-08-29T04:00:00+08:00,466990,花蓮市,27.5,89.0,1.4,0.0,
2026-08-29T04:00:00+08:00,C2TB30,吉安鄉,25.6,92.0,0.3,0.5,
2026-08-29T04:10:00+08:00,466990,花蓮市,27.5,88.0,1.5,0.0,
2026-08-29T04:10:00+08:00,C2TB30,吉安鄉,25.5,91.0,0.4,0.5,
2026-08-29T04:20:00+08:00,466990,花蓮市,27.5,87.0,1.9,0.0,
2026-08-29T04:20:00+08:00,C2TB30,吉安鄉,25.3,92.0,0.4,0.5,
2026-08-29T04:30:00+08:00,466990,花蓮市,27.9,84.0,1.0,0.0,
2026-08-29T04:30:00+08:00,C2TB30,吉安鄉,25.3,92.0,0.5,0.5,
2026-08-29T04:40:00+08:00,466990,花蓮市,27.6,86.0,1.3,0.0,
2026-08-29T04:40:00+08:00,C2TB30,吉安鄉,25.4,89.0,0.4,0.5,
2026-08-29T04:50:00+08:00,466990,花蓮市,27.2,89.0,2.2,0.0,
2026-08-29T04:50:00+08:00,C2TB30,吉安鄉,25.5,88.0,0.5,0.5,
2026-08-29T05:00:00+08:00,C0TA40,秀林鄉,22.7,76.0,0.9,0.0,
2026-08-29T05:00:00+08:00,C0T960,光復鄉,25.5,98.0,0.0,0.0,
2026-08-29T05:00:00+08:00,C0T9I0,豐濱鄉,25.7,96.0,1.1,0.0,
2026-08-29T05:00:00+08:00,C0Z061,玉里鎮,25.0,96.0,0.2,0.0,
2026-08-29T05:00:00+08:00,C0Z160,鳳林鎮,26.1,94.0,1.0,0.0,
2026-08-29T05:00:00+08:00,C0Z170,卓溪鄉,25.1,92.0,0.8,0.0,
2026-08-29T05:00:00+08:00,C0Z180,新城鄉,27.4,89.0,0.6,0.0,
2026-08-29T05:00:00+08:00,C0Z200,萬榮鄉,26.1,90.0,0.0,0.0,
2026-08-29T05:00:00+08:00,C0Z210,瑞穗鄉,25.6,98.0,0.2,0.0,
2026-08-29T05:00:00+08:00,C0T9N0,富里鄉,24.0,96.0,1.6,0.0,
2026-08-29T05:00:00+08:00,466990,花蓮市,27.0,90.0,2.0,0.0,
2026-08-29T05:00:00+08:00,C2TB30,吉安鄉,25.5,88.0,0.5,0.5,
2026-08-29T05:10:00+08:00,466990,花蓮市,26.5,89.0,2.8,0.0,
2026-08-29T05:10:00+08:00,C2TB30,吉安鄉,25.5,88.0,0.8,0.5,
2026-08-29T05:20:00+08:00,466990,花蓮市,26.3,87.0,2.5,0.0,
2026-08-29T05:20:00+08:00,C2TB30,吉安鄉,25.5,90.0,0.8,0.5,
2026-08-29T05:30:00+08:00,466990,花蓮市,26.5,86.0,2.0,0.0,
2026-08-29T05:30:00+08:00,C2TB30,吉安鄉,25.6,90.0,0.4,0.5,
2026-08-29T05:40:00+08:00,466990,花蓮市,26.8,84.0,1.8,0.0,
2026-08-29T05:40:00+08:00,C2TB30,吉安鄉,25.5,93.0,0.5,0.5,
2026-08-29T05:50:00+08:00,466990,花蓮市,27.1,84.0,2.1,0.0,
2026-08-29T05:50:00+08:00,C2TB30,吉安鄉,25.6,94.0,0.3,0.5,
2026-08-29T06:00:00+08:00,C0TA40,秀林鄉,22.8,81.0,1.4,0.0,
2026-08-29T06:00:00+08:00,C0T960,光復鄉,25.2,99.0,0.0,0.0,
2026-08-29T06:00:00+08:00,C0T9I0,豐濱鄉,25.5,97.0,1.2,0.0,
2026-08-29T06:00:00+08:00,C0Z061,玉里鎮,25.1,94.0,0.0,0.0,
2026-08-29T06:00:00+08:00,C0Z160,鳳林鎮,26.0,92.0,0.8,0.0,
2026-08-29T06:00:00+08:00,C0Z170,卓溪鄉,24.6,94.0,1.1,0.0,
2026-08-29T06:00:00+08:00,C0Z180,新城鄉,27.2,90.0,0.0,0.0,
2026-08-29T06:00:00+08:00,C0Z200,萬榮鄉,25.9,93.0,0.0,0.0,
2026-08-29T06:00:00+08:00,C0Z210,瑞穗鄉,25.5,98.0,0.0,0.0,
2026-08-29T06:00:00+08:00,C0T9N0,富里鄉,24.1,97.0,0.4,0.0,
2026-08-29T06:00:00+08:00,466990,花蓮市,27.3,86.0,2.8,0.0,
2026-08-29T06:00:00+08:00,C2TB30,吉安鄉,25.8,88.0,0.5,0.5,
2026-08-29T06:10:00+08:00,466990,花蓮市,27.3,87.0,2.5,0.0,
2026-08-29T06:10:00+08:00,C2TB30,吉安鄉,25.9,88.0,0.5,0.5,
2026-08-29T06:20:00+08:00,466990,花蓮市,27.6,86.0,2.6,0.0,
2026-08-29T06:20:00+08:00,C2TB30,吉安鄉,25.9,89.0,0.3,0.5,
2026-08-29T06:40:00+08:00,466990,花蓮市,28.5,81.0,1.9,0.0,
2026-08-29T06:40:00+08:00,C2TB30,吉安鄉,26.4,85.0,0.4,0.5,
2026-08-29T06:50:00+08:00,466990,花蓮市,28.6,80.0,0.9,0.0,
2026-08-29T06:50:00+08:00,C2TB30,吉安鄉,26.6,85.0,0.3,0.5,
2026-08-29T07:00:00+08:00,C0TA40,秀林鄉,22.5,94.0,1.8,0.0,
2026-08-29T07:00:00+08:00,C0T960,光復鄉,28.4,84.0,0.0,0.0,
2026-08-29T07:00:00+08:00,C0T9I0,豐濱鄉,27.5,87.0,1.1,0.0,
2026-08-29T07:00:00+08:00,C0Z061,玉里鎮,27.6,83.0,0.0,0.0,
2026-08-29T07:00:00+08:00,C0Z160,鳳林鎮,28.9,80.0,0.8,0.0,
2026-08-29T07:00:00+08:00,C0Z170,卓溪鄉,27.2,84.0,0.0,0.0,
2026-08-29T07:00:00+08:00,C0Z180,新城鄉,29.3,80.0,0.4,0.0,
2026-08-29T07:00:00+08:00,C0Z200,萬榮鄉,29.3,75.0,0.0,0.0,
2026-08-29T07:00:00+08:00,C0Z210,瑞穗鄉,25.7,97.0,1.2,0.0,
2026-08-29T07:00:00+08:00,C0T9N0,富里鄉,25.8,90.0,0.6,0.0,
2026-08-29T07:00:00+08:00,466990,花蓮市,28.6,81.0,1.1,0.0,
2026-08-29T07:00:00+08:00,C2TB30,吉安鄉,26.9,83.0,0.4,0.5,
2026-08-29T07:10:00+08:00,466990,花蓮市,29.0,80.0,0.6,0.0,
2026-08-29T07:10:00+08:00,C2TB30,吉安鄉,27.3,82.0,0.4,0.5,
2026-08-29T07:20:00+08:00,466990,花蓮市,29.3,81.0,0.1,0.0,
2026-08-29T07:20:00+08:00,C2TB30,吉安鄉,27.9,79.0,0.5,0.5,
